artifact_type,case_id,path,exists,size_bytes,rows,sha256,notes
local_synthetic_mask,424_6_4194,rivanna_pull/analysis/synthetic_lollipop_v1/masks/424_6_4194_synthetic_lollipop.nii.gz,True,7760,,d40ea018249271a64b7177d12ad1b2c43637fc096a887c73bc84bd2238fa2051,mask_voxels=185; mask_volume_mm3=185; manifest_realized=185; in_pulled_features=True; shape=120x120x120; spacing=1x1x1
local_synthetic_mask,434_0_0,rivanna_pull/analysis/synthetic_lollipop_v1/masks/434_0_0_synthetic_lollipop.nii.gz,True,6465,,6f2d7b2baff724fda4387d52c71a5cd0af5bdc7c8ae54224309839b83bb7ee6b,mask_voxels=106; mask_volume_mm3=106; manifest_realized=106; in_pulled_features=True; shape=113x113x113; spacing=1x1x1
local_synthetic_mask,434_1_160,rivanna_pull/analysis/synthetic_lollipop_v1/masks/434_1_160_synthetic_lollipop.nii.gz,True,10542,,87ed663dc8b0eb6354244519bf056b9e3ce744a7fe450ce79cd59a88baae5acd,mask_voxels=278; mask_volume_mm3=278; manifest_realized=278; in_pulled_features=True; shape=133x133x133; spacing=1x1x1
local_synthetic_mask,437_0_0,rivanna_pull/analysis/synthetic_lollipop_v1/masks/437_0_0_synthetic_lollipop.nii.gz,True,16221,,2499cd27592911bba7833a466cfe51725c7789e6fa5d53c73599dbb1c12fd142,mask_voxels=1258; mask_volume_mm3=1258; manifest_realized=1258; in_pulled_features=True; shape=153x153x153; spacing=1x1x1
local_synthetic_mask,439_0_0,rivanna_pull/analysis/synthetic_lollipop_v1/masks/439_0_0_synthetic_lollipop.nii.gz,True,1379,,d92661ebb642956326eecc3f29d7244643c391dfb721633a4cccb47a327c11a2,mask_voxels=8; mask_volume_mm3=8; manifest_realized=8; in_pulled_features=True; shape=66x66x66; spacing=1x1x1
local_synthetic_mask,439_1_12,rivanna_pull/analysis/synthetic_lollipop_v1/masks/439_1_12_synthetic_lollipop.nii.gz,True,2726,,0c7500a9a397c6618c48d845fccf85c67e9780cf0d9538b4907e9daa82f92a81,mask_voxels=31; mask_volume_mm3=31; manifest_realized=31; in_pulled_features=True; shape=84x84x84; spacing=1x1x1
local_synthetic_mask,439_2_209,rivanna_pull/analysis/synthetic_lollipop_v1/masks/439_2_209_synthetic_lollipop.nii.gz,True,4281,,f258afb023472745f1d447e9478cf1dafc5cfd8d4208379b1608a364da878fc8,mask_voxels=69; mask_volume_mm3=69; manifest_realized=69; in_pulled_features=True; shape=98x98x98; spacing=1x1x1
local_synthetic_mask,439_3_437,rivanna_pull/analysis/synthetic_lollipop_v1/masks/439_3_437_synthetic_lollipop.nii.gz,True,4538,,3d963498bb8e845f1f64be952f87ecdfc23194c37ef7a027e0fc9027f1f7b3e3,mask_voxels=66; mask_volume_mm3=66; manifest_realized=66; in_pulled_features=True; shape=100x100x100; spacing=1x1x1
local_synthetic_mask,439_4_489,rivanna_pull/analysis/synthetic_lollipop_v1/masks/439_4_489_synthetic_lollipop.nii.gz,True,7174,,bba77af29cb8dfcfd28b2e44aa1a564811c67c42982b473d018fe1baed5049cf,mask_voxels=130; mask_volume_mm3=130; manifest_realized=130; in_pulled_features=True; shape=117x117x117; spacing=1x1x1
local_synthetic_mask,442_1_282,rivanna_pull/analysis/synthetic_lollipop_v1/masks/442_1_282_synthetic_lollipop.nii.gz,True,7366,,0f763b8cb635fbf154cd512a6581f0223eab522683b2c8b2e6c6afac04164a6b,mask_voxels=115; mask_volume_mm3=115; manifest_realized=115; in_pulled_features=True; shape=118x118x118; spacing=1x1x1
local_synthetic_mask,442_2_702,rivanna_pull/analysis/synthetic_lollipop_v1/masks/442_2_702_synthetic_lollipop.nii.gz,True,7005,,24aebb55719313167a84520b9b8320ab8afda1d954889848c3bb4ec93e170be4,mask_voxels=129; mask_volume_mm3=129; manifest_realized=129; in_pulled_features=True; shape=116x116x116; spacing=1x1x1
local_synthetic_mask,442_5_1272,rivanna_pull/analysis/synthetic_lollipop_v1/masks/442_5_1272_synthetic_lollipop.nii.gz,True,12631,,920be1155c230c4c75f93613cdcaa600099e0497702a46725d26baed597fd062,mask_voxels=694; mask_volume_mm3=694; manifest_realized=694; in_pulled_features=True; shape=141x141x141; spacing=1x1x1
local_synthetic_mask,442_6_1447,rivanna_pull/analysis/synthetic_lollipop_v1/masks/442_6_1447_synthetic_lollipop.nii.gz,True,11371,,75ea1e4f219cf84e6814e4f46b94d6f29e7ef93aa5c5b2fc702fbd2eb5480a77,mask_voxels=564; mask_volume_mm3=564; manifest_realized=564; in_pulled_features=True; shape=136x136x136; spacing=1x1x1
local_synthetic_mask,478_0_0,rivanna_pull/analysis/synthetic_lollipop_v1/masks/478_0_0_synthetic_lollipop.nii.gz,True,9191,,06ca770401efa5ec3713d0f23bd8e0309b1435a956db147a763870fb63dba21e,mask_voxels=247; mask_volume_mm3=247; manifest_realized=247; in_pulled_features=True; shape=127x127x127; spacing=1x1x1
local_synthetic_mask,478_1_378,rivanna_pull/analysis/synthetic_lollipop_v1/masks/478_1_378_synthetic_lollipop.nii.gz,True,10552,,e1c36a6eaffb361d98d1096449b4c8362ff043a4954e2cf1e2d01d071ebd19f1,mask_voxels=323; mask_volume_mm3=323; manifest_realized=323; in_pulled_features=True; shape=133x133x133; spacing=1x1x1
local_synthetic_mask,478_2_486,rivanna_pull/analysis/synthetic_lollipop_v1/masks/478_2_486_synthetic_lollipop.nii.gz,True,11672,,af5a0c4290de3f18f4c765b90b63540a6aed49acba33bde96c95ff81476a4acb,mask_voxels=549; mask_volume_mm3=549; manifest_realized=549; in_pulled_features=True; shape=137x137x137; spacing=1x1x1
local_synthetic_mask,483_2_812,rivanna_pull/analysis/synthetic_lollipop_v1/masks/483_2_812_synthetic_lollipop.nii.gz,True,4934,,de4f90979682ef010f315b6262c73c8b43529b471e05509853eb42cfafe95d51,mask_voxels=65; mask_volume_mm3=65; manifest_realized=65; in_pulled_features=True; shape=103x103x103; spacing=1x1x1
local_synthetic_mask,483_3_1995,rivanna_pull/analysis/synthetic_lollipop_v1/masks/483_3_1995_synthetic_lollipop.nii.gz,True,4679,,d90a8ddde39e1c4a147c629703fac31ec98bc7e894ac94113fa1b786eefa0540,mask_voxels=70; mask_volume_mm3=70; manifest_realized=70; in_pulled_features=True; shape=101x101x101; spacing=1x1x1
local_synthetic_mask,492_1_391,rivanna_pull/analysis/synthetic_lollipop_v1/masks/492_1_391_synthetic_lollipop.nii.gz,True,1496,,59f71acffb2578b879e73d891f1e53ec3fbe4000bc2b80121f2039319053cd5b,mask_voxels=9; mask_volume_mm3=9; manifest_realized=9; in_pulled_features=True; shape=68x68x68; spacing=1x1x1
local_synthetic_mask,492_2_757,rivanna_pull/analysis/synthetic_lollipop_v1/masks/492_2_757_synthetic_lollipop.nii.gz,True,3539,,e299e7b4b1d885cccb6cdd6b6fbc187ededa75dc99bfbf9575acdf645159a402,mask_voxels=44; mask_volume_mm3=44; manifest_realized=44; in_pulled_features=True; shape=92x92x92; spacing=1x1x1
local_synthetic_mask,493_1_262,rivanna_pull/analysis/synthetic_lollipop_v1/masks/493_1_262_synthetic_lollipop.nii.gz,True,10314,,4716394c7b0e9eb1becd343d3750d94cc97b1b6a08274fda38d703f5d918dd64,mask_voxels=337; mask_volume_mm3=337; manifest_realized=337; in_pulled_features=True; shape=132x132x132; spacing=1x1x1
local_synthetic_mask,493_2_537,rivanna_pull/analysis/synthetic_lollipop_v1/masks/493_2_537_synthetic_lollipop.nii.gz,True,9192,,a58866d75eb6716ca662dbc1bf2ab68a315e369244ec6fec7c2043d09773e087,mask_voxels=342; mask_volume_mm3=342; manifest_realized=342; in_pulled_features=True; shape=127x127x127; spacing=1x1x1
local_synthetic_mask,495_0_0,rivanna_pull/analysis/synthetic_lollipop_v1/masks/495_0_0_synthetic_lollipop.nii.gz,True,24733,,7ede7845088fc147b726a50d2ddfe1d8fb916549315404794d143505a0f5ee16,mask_voxels=2107; mask_volume_mm3=2107; manifest_realized=2107; in_pulled_features=True; shape=176x176x176; spacing=1x1x1
local_synthetic_mask,500_1_346,rivanna_pull/analysis/synthetic_lollipop_v1/masks/500_1_346_synthetic_lollipop.nii.gz,True,4150,,376b667b76e82b9cf0b8bfcd2da0b7bac20468039d3ce5854b6a292c5148316f,mask_voxels=66; mask_volume_mm3=66; manifest_realized=66; in_pulled_features=True; shape=97x97x97; spacing=1x1x1
local_synthetic_mask,502_0_0,rivanna_pull/analysis/synthetic_lollipop_v1/masks/502_0_0_synthetic_lollipop.nii.gz,True,35428,,9803c9f13176add7e3f50e1325d30fbec5e54a052235a1cc36a93c4940829f06,mask_voxels=2757; mask_volume_mm3=2757; manifest_realized=2757; in_pulled_features=True; shape=199x199x199; spacing=1x1x1
local_synthetic_mask,502_1_71,rivanna_pull/analysis/synthetic_lollipop_v1/masks/502_1_71_synthetic_lollipop.nii.gz,True,26434,,27bbdab6dd4078707aa218341ad2ad44e45c510d490cfbbc1aadbbbe8f4abbca,mask_voxels=2221; mask_volume_mm3=2221; manifest_realized=2221; in_pulled_features=True; shape=180x180x180; spacing=1x1x1
local_synthetic_mask,502_2_314,rivanna_pull/analysis/synthetic_lollipop_v1/masks/502_2_314_synthetic_lollipop.nii.gz,True,13089,,99ad1303c4a8ea6a6c2db71d46d9440120a20c66cf78e92eb7198eb6668b7908,mask_voxels=956; mask_volume_mm3=956; manifest_realized=956; in_pulled_features=True; shape=142x142x142; spacing=1x1x1
local_synthetic_mask,508_0_0,rivanna_pull/analysis/synthetic_lollipop_v1/masks/508_0_0_synthetic_lollipop.nii.gz,True,3217,,87006d414e84b2ad1e08b16e2d3f4856971207bb044c1b775725d2ec022da666,mask_voxels=36; mask_volume_mm3=36; manifest_realized=36; in_pulled_features=True; shape=89x89x89; spacing=1x1x1
local_synthetic_mask,508_1_260,rivanna_pull/analysis/synthetic_lollipop_v1/masks/508_1_260_synthetic_lollipop.nii.gz,True,2538,,7cea79d8ba060eb4733478b048f6dff7e590d0665b281905e9939004e242a339,mask_voxels=22; mask_volume_mm3=22; manifest_realized=22; in_pulled_features=True; shape=82x82x82; spacing=1x1x1
local_synthetic_mask,521_1_93,rivanna_pull/analysis/synthetic_lollipop_v1/masks/521_1_93_synthetic_lollipop.nii.gz,True,4267,,2292ef3a782d5f16f49f4ae809b905b69e1d46044e332eafbdd7f53efb694a38,mask_voxels=51; mask_volume_mm3=51; manifest_realized=51; in_pulled_features=True; shape=98x98x98; spacing=1x1x1
local_synthetic_mask,521_2_457,rivanna_pull/analysis/synthetic_lollipop_v1/masks/521_2_457_synthetic_lollipop.nii.gz,True,4672,,b4ff36f2b324a65182fdc92f71fc75a83ae92a0034c4beeb6ebfa8dc576c906f,mask_voxels=70; mask_volume_mm3=70; manifest_realized=70; in_pulled_features=True; shape=101x101x101; spacing=1x1x1
local_synthetic_mask,525_0_0,rivanna_pull/analysis/synthetic_lollipop_v1/masks/525_0_0_synthetic_lollipop.nii.gz,True,32954,,bc76accdc241d20df7d59bdbd1eeed92bfce43369d7233e308e774b9ba664f96,mask_voxels=2587; mask_volume_mm3=2587; manifest_realized=2587; in_pulled_features=True; shape=194x194x194; spacing=1x1x1
local_synthetic_mask,525_1_371,rivanna_pull/analysis/synthetic_lollipop_v1/masks/525_1_371_synthetic_lollipop.nii.gz,True,41765,,de4c0663dfd173c806086d059e5642bab21a81c3e1534d03ae136dc7fad0a795,mask_voxels=3472; mask_volume_mm3=3472; manifest_realized=3472; in_pulled_features=True; shape=210x210x210; spacing=1x1x1
local_synthetic_mask,525_3_465,rivanna_pull/analysis/synthetic_lollipop_v1/masks/525_3_465_synthetic_lollipop.nii.gz,True,41530,,17a8402489596ed5237539186dc25d7a387855338b34296e90999e3b6218f377,mask_voxels=3123; mask_volume_mm3=3123; manifest_realized=3123; in_pulled_features=True; shape=210x210x210; spacing=1x1x1
local_synthetic_mask,527_0_0,rivanna_pull/analysis/synthetic_lollipop_v1/masks/527_0_0_synthetic_lollipop.nii.gz,True,7801,,15bdc164621e4987e50283a592c9cc041e0481d0cfd52cd2d13b08f8b017d3ba,mask_voxels=200; mask_volume_mm3=200; manifest_realized=200; in_pulled_features=True; shape=120x120x120; spacing=1x1x1
local_synthetic_mask,527_1_267,rivanna_pull/analysis/synthetic_lollipop_v1/masks/527_1_267_synthetic_lollipop.nii.gz,True,12880,,990bae1605381abbc2b292e20f2150ca4cd28852eb014d720e26601b64f2c849,mask_voxels=490; mask_volume_mm3=490; manifest_realized=490; in_pulled_features=True; shape=142x142x142; spacing=1x1x1
local_synthetic_mask,527_2_591,rivanna_pull/analysis/synthetic_lollipop_v1/masks/527_2_591_synthetic_lollipop.nii.gz,True,29121,,75a102bc57f31f28262360e24e76ec129a5cec139a5962697e13da55c0b4d71a,mask_voxels=2360; mask_volume_mm3=2360; manifest_realized=2360; in_pulled_features=True; shape=186x186x186; spacing=1x1x1
local_synthetic_mask,527_3_625,rivanna_pull/analysis/synthetic_lollipop_v1/masks/527_3_625_synthetic_lollipop.nii.gz,True,34036,,fb94d38c477de8d3c27ab424c63c188c0f261500a85378ce43ff2d7be1beabdb,mask_voxels=2842; mask_volume_mm3=2842; manifest_realized=2842; in_pulled_features=True; shape=196x196x196; spacing=1x1x1
local_synthetic_mask,528_0_0,rivanna_pull/analysis/synthetic_lollipop_v1/masks/528_0_0_synthetic_lollipop.nii.gz,True,3557,,1446a796ef904169d4d48c314723585c63c3e881399077fd5f7fb730d5dde91a,mask_voxels=43; mask_volume_mm3=43; manifest_realized=43; in_pulled_features=True; shape=92x92x92; spacing=1x1x1
local_synthetic_mask,528_1_488,rivanna_pull/analysis/synthetic_lollipop_v1/masks/528_1_488_synthetic_lollipop.nii.gz,True,2541,,a00e9f7b60404c725c629b2a5d82a642c711636b41947faf414541ed7ec7d1c7,mask_voxels=25; mask_volume_mm3=25; manifest_realized=25; in_pulled_features=True; shape=82x82x82; spacing=1x1x1
local_synthetic_mask,528_2_838,rivanna_pull/analysis/synthetic_lollipop_v1/masks/528_2_838_synthetic_lollipop.nii.gz,True,3548,,651a9386f7c9ff4242c7983b5c9bccf863e1a4ff4b69ff9cb41854a015e2753d,mask_voxels=41; mask_volume_mm3=41; manifest_realized=41; in_pulled_features=True; shape=92x92x92; spacing=1x1x1
local_synthetic_mask,528_3_1394,rivanna_pull/analysis/synthetic_lollipop_v1/masks/528_3_1394_synthetic_lollipop.nii.gz,True,5364,,75e14f6a2adfafe7bfa664d98b729418e9df2b8b73f925e7e542c30f3941a39e,mask_voxels=87; mask_volume_mm3=87; manifest_realized=87; in_pulled_features=True; shape=106x106x106; spacing=1x1x1
local_synthetic_mask,528_4_1772,rivanna_pull/analysis/synthetic_lollipop_v1/masks/528_4_1772_synthetic_lollipop.nii.gz,True,3898,,9a66ee03c82abfc98a4ae6763b773f6c2f3e24678733ade78d0b68f0dbd7a879,mask_voxels=49; mask_volume_mm3=49; manifest_realized=49; in_pulled_features=True; shape=95x95x95; spacing=1x1x1
local_synthetic_mask,532_0_0,rivanna_pull/analysis/synthetic_lollipop_v1/masks/532_0_0_synthetic_lollipop.nii.gz,True,14979,,79b78f2554a102c23151503f2d6e54e7af4d9d7ad794bfde1b6391532435cc78,mask_voxels=1019; mask_volume_mm3=1019; manifest_realized=1019; in_pulled_features=True; shape=149x149x149; spacing=1x1x1
local_synthetic_mask,532_1_355,rivanna_pull/analysis/synthetic_lollipop_v1/masks/532_1_355_synthetic_lollipop.nii.gz,True,21446,,66f6eda5a25366dd1755cfe9506e8e3ed6ddd14e6c9f20b0a70239255096fc0a,mask_voxels=1606; mask_volume_mm3=1606; manifest_realized=1606; in_pulled_features=True; shape=168x168x168; spacing=1x1x1
local_synthetic_mask,532_2_624,rivanna_pull/analysis/synthetic_lollipop_v1/masks/532_2_624_synthetic_lollipop.nii.gz,True,42395,,c2c861bcdaaca48b5344be6d49ad86b0bd71c79880fdd8a347c007afa34367c6,mask_voxels=3645; mask_volume_mm3=3645; manifest_realized=3645; in_pulled_features=True; shape=211x211x211; spacing=1x1x1
local_synthetic_mask,534_0_0,rivanna_pull/analysis/synthetic_lollipop_v1/masks/534_0_0_synthetic_lollipop.nii.gz,True,14947,,df22ccabfa90506d1474524b072aa49e6d179d0f254ea2e3541735d85e522cda,mask_voxels=888; mask_volume_mm3=888; manifest_realized=888; in_pulled_features=True; shape=149x149x149; spacing=1x1x1
local_synthetic_mask,534_1_146,rivanna_pull/analysis/synthetic_lollipop_v1/masks/534_1_146_synthetic_lollipop.nii.gz,True,15599,,c30818ed892454407b7087aba9dde5a3d5a4f78f8a266bc29b286b28ae54673a,mask_voxels=1111; mask_volume_mm3=1111; manifest_realized=1111; in_pulled_features=True; shape=151x151x151; spacing=1x1x1
local_synthetic_mask,537_0_0,rivanna_pull/analysis/synthetic_lollipop_v1/masks/537_0_0_synthetic_lollipop.nii.gz,True,10066,,0873a7f45ffe5a96cd26da73263bec764a543263b35bfdf1b013adfdf5de5fad,mask_voxels=309; mask_volume_mm3=309; manifest_realized=309; in_pulled_features=True; shape=131x131x131; spacing=1x1x1
local_synthetic_mask,537_1_110,rivanna_pull/analysis/synthetic_lollipop_v1/masks/537_1_110_synthetic_lollipop.nii.gz,True,11816,,5e563af21c49cd06734cef54772381494ad567f46a6ab5d6482234dc1b46e38f,mask_voxels=469; mask_volume_mm3=469; manifest_realized=469; in_pulled_features=True; shape=138x138x138; spacing=1x1x1
local_synthetic_mask,540_0_0,rivanna_pull/analysis/synthetic_lollipop_v1/masks/540_0_0_synthetic_lollipop.nii.gz,True,22322,,9cc2db54f7cb51a41b03d306d4f6bd66525b48fa17503643e7a8864e14eacd95,mask_voxels=1802; mask_volume_mm3=1802; manifest_realized=1802; in_pulled_features=True; shape=170x170x170; spacing=1x1x1
local_synthetic_mask,540_1_294,rivanna_pull/analysis/synthetic_lollipop_v1/masks/540_1_294_synthetic_lollipop.nii.gz,True,16018,,a49203a8f973110b299f3fb409e62d2ff034a5aa8488c6ec4adade1a0eb2cbe2,mask_voxels=1249; mask_volume_mm3=1249; manifest_realized=1249; in_pulled_features=True; shape=152x152x152; spacing=1x1x1
local_synthetic_mask,540_2_663,rivanna_pull/analysis/synthetic_lollipop_v1/masks/540_2_663_synthetic_lollipop.nii.gz,True,23169,,25861aa28f6d16db7ef3ea8b0186e46850037064b4818c7df3041b033b6cb2a9,mask_voxels=1897; mask_volume_mm3=1897; manifest_realized=1897; in_pulled_features=True; shape=172x172x172; spacing=1x1x1
local_synthetic_mask,540_3_1126,rivanna_pull/analysis/synthetic_lollipop_v1/masks/540_3_1126_synthetic_lollipop.nii.gz,True,51494,,ad23d1d020786ac3b0760868192ddb7f9f8d1593464004f830fc13a242a5f38b,mask_voxels=8893; mask_volume_mm3=8893; manifest_realized=8893; in_pulled_features=True; shape=224x224x224; spacing=1x1x1
local_synthetic_mask,546_0_0,rivanna_pull/analysis/synthetic_lollipop_v1/masks/546_0_0_synthetic_lollipop.nii.gz,True,11710,,00fc6467a63393c838ed64ca892278b0dc3dc4543c2e700ade67247e8b9162a5,mask_voxels=694; mask_volume_mm3=694; manifest_realized=694; in_pulled_features=True; shape=137x137x137; spacing=1x1x1
local_synthetic_mask,553_0_0,rivanna_pull/analysis/synthetic_lollipop_v1/masks/553_0_0_synthetic_lollipop.nii.gz,True,50646,,c7f1f910156b8e032be3914e291d1d618134b36ff0bdb4c5dde11d2c7fb49138,mask_voxels=4415; mask_volume_mm3=4415; manifest_realized=4415; in_pulled_features=True; shape=224x224x224; spacing=1x1x1
local_synthetic_mask,556_1_187,rivanna_pull/analysis/synthetic_lollipop_v1/masks/556_1_187_synthetic_lollipop.nii.gz,True,13362,,65f71352a0162acc00e9da6b8c4d7d44e9a5a6a837a0e3fa83b5fd41ac6efc91,mask_voxels=371; mask_volume_mm3=371; manifest_realized=371; in_pulled_features=True; shape=144x144x144; spacing=1x1x1
local_synthetic_mask,558_1_307,rivanna_pull/analysis/synthetic_lollipop_v1/masks/558_1_307_synthetic_lollipop.nii.gz,True,7017,,5a2a675aed0a170f62d0c1dcd4b8aa70e297bf9f7297ecf6e744fa850a86ae88,mask_voxels=150; mask_volume_mm3=150; manifest_realized=150; in_pulled_features=True; shape=116x116x116; spacing=1x1x1
local_synthetic_mask,558_2_756,rivanna_pull/analysis/synthetic_lollipop_v1/masks/558_2_756_synthetic_lollipop.nii.gz,True,8368,,3b78a39d7449279c570d5676161c9f58d84d79cf940ec58b35e1e8abd58f0b08,mask_voxels=233; mask_volume_mm3=233; manifest_realized=233; in_pulled_features=True; shape=123x123x123; spacing=1x1x1
local_synthetic_mask,558_3_1211,rivanna_pull/analysis/synthetic_lollipop_v1/masks/558_3_1211_synthetic_lollipop.nii.gz,True,10621,,0c0b93ed9e84a108c86cd529c5185d7231c731fa01abbdd3902fc5e64e5a2eaa,mask_voxels=452; mask_volume_mm3=452; manifest_realized=452; in_pulled_features=True; shape=133x133x133; spacing=1x1x1
local_synthetic_mask,558_4_1655,rivanna_pull/analysis/synthetic_lollipop_v1/masks/558_4_1655_synthetic_lollipop.nii.gz,True,21087,,49fd0c52fcac59919e9a61a82ef491527a90c60449f692d2348b13a5f90f6b2f,mask_voxels=1467; mask_volume_mm3=1467; manifest_realized=1467; in_pulled_features=True; shape=167x167x167; spacing=1x1x1
local_synthetic_mask,558_5_1775,rivanna_pull/analysis/synthetic_lollipop_v1/masks/558_5_1775_synthetic_lollipop.nii.gz,True,23444,,14e4bdb8d16f175c97a7973baa3a029b678fd1f3e95862875f6e9f946bc36ce4,mask_voxels=1783; mask_volume_mm3=1783; manifest_realized=1783; in_pulled_features=True; shape=173x173x173; spacing=1x1x1
local_synthetic_mask,560_0_0,rivanna_pull/analysis/synthetic_lollipop_v1/masks/560_0_0_synthetic_lollipop.nii.gz,True,30907,,c3883d8adf3a23bee3c1992dfb088f90da937c348ea24ac98c9c9aba40ec50b8,mask_voxels=2326; mask_volume_mm3=2326; manifest_realized=2326; in_pulled_features=True; shape=190x190x190; spacing=1x1x1
local_synthetic_mask,560_1_146,rivanna_pull/analysis/synthetic_lollipop_v1/masks/560_1_146_synthetic_lollipop.nii.gz,True,38088,,c83202f92f7ddb3492ba5b1ab3e3ddb402b145f2d26d75adb2f6c4c41e14ccb1,mask_voxels=3178; mask_volume_mm3=3178; manifest_realized=3178; in_pulled_features=True; shape=204x204x204; spacing=1x1x1
local_synthetic_mask,561_1_146,rivanna_pull/analysis/synthetic_lollipop_v1/masks/561_1_146_synthetic_lollipop.nii.gz,True,8959,,cb87454ff9e6c57ab86ef25130642a657601cd79743f072ede2978aee03c3808,mask_voxels=227; mask_volume_mm3=227; manifest_realized=227; in_pulled_features=True; shape=126x126x126; spacing=1x1x1
local_synthetic_mask,561_2_524,rivanna_pull/analysis/synthetic_lollipop_v1/masks/561_2_524_synthetic_lollipop.nii.gz,True,11281,,66de257b2e34b22a7c53eafd7630fcc7afe336d610cce59c8b49eb5657d40b07,mask_voxels=350; mask_volume_mm3=350; manifest_realized=350; in_pulled_features=True; shape=136x136x136; spacing=1x1x1
local_synthetic_mask,561_4_1259,rivanna_pull/analysis/synthetic_lollipop_v1/masks/561_4_1259_synthetic_lollipop.nii.gz,True,10363,,97f3df6e47aa1ee38640981b11110ba16baf2a9ba00558eacae25e60db7471be,mask_voxels=443; mask_volume_mm3=443; manifest_realized=443; in_pulled_features=True; shape=132x132x132; spacing=1x1x1
local_synthetic_mask,561_5_1314,rivanna_pull/analysis/synthetic_lollipop_v1/masks/561_5_1314_synthetic_lollipop.nii.gz,True,14037,,be32ee4ac69656a32abfc3951ebce698317ab0cfa483f02c9d1ee921a01c590a,mask_voxels=684; mask_volume_mm3=684; manifest_realized=684; in_pulled_features=True; shape=146x146x146; spacing=1x1x1
local_synthetic_mask,563_1_204,rivanna_pull/analysis/synthetic_lollipop_v1/masks/563_1_204_synthetic_lollipop.nii.gz,True,11455,,6ff982d3ae3e250e29da36aacbd63e8e707cffd626bb7f673fada894bbb52ac6,mask_voxels=801; mask_volume_mm3=801; manifest_realized=801; in_pulled_features=True; shape=136x136x136; spacing=1x1x1
local_synthetic_mask,563_2_377,rivanna_pull/analysis/synthetic_lollipop_v1/masks/563_2_377_synthetic_lollipop.nii.gz,True,16678,,9ae1f9922069107f2657c723043cd6c4f47d00070b09a9838669ff721edd4953,mask_voxels=1381; mask_volume_mm3=1381; manifest_realized=1381; in_pulled_features=True; shape=154x154x154; spacing=1x1x1
local_synthetic_mask,565_0_0,rivanna_pull/analysis/synthetic_lollipop_v1/masks/565_0_0_synthetic_lollipop.nii.gz,True,34000,,8354475ce1b3955ff6feee8d414dee06b5b6b1c7490add1ec4417481c2a1c8f9,mask_voxels=2720; mask_volume_mm3=2720; manifest_realized=2720; in_pulled_features=True; shape=196x196x196; spacing=1x1x1
local_synthetic_mask,565_1_90,rivanna_pull/analysis/synthetic_lollipop_v1/masks/565_1_90_synthetic_lollipop.nii.gz,True,33535,,9a11ecb10159283c1bed172e775b0e1d8ca0c7f8ba7b08bb285b44d359ccbe4d,mask_voxels=2862; mask_volume_mm3=2862; manifest_realized=2862; in_pulled_features=True; shape=195x195x195; spacing=1x1x1
local_synthetic_mask,568_0_0,rivanna_pull/analysis/synthetic_lollipop_v1/masks/568_0_0_synthetic_lollipop.nii.gz,True,12155,,c792cef11afc610b7a2c381d1fb00de87a3294a39ef99e3233bf051ace250bba,mask_voxels=701; mask_volume_mm3=701; manifest_realized=701; in_pulled_features=True; shape=139x139x139; spacing=1x1x1
local_synthetic_mask,568_1_255,rivanna_pull/analysis/synthetic_lollipop_v1/masks/568_1_255_synthetic_lollipop.nii.gz,True,16312,,50d416ecb5e515916de0aa7185e37ba34d0dea981caca947880f8ffb75649505,mask_voxels=1207; mask_volume_mm3=1207; manifest_realized=1207; in_pulled_features=True; shape=153x153x153; spacing=1x1x1
local_synthetic_mask,571_2_1366,rivanna_pull/analysis/synthetic_lollipop_v1/masks/571_2_1366_synthetic_lollipop.nii.gz,True,10052,,821535530e599ea625645bd576584706211f2a0ab76e48cae0f23aa8923f8ea7,mask_voxels=234; mask_volume_mm3=234; manifest_realized=234; in_pulled_features=True; shape=131x131x131; spacing=1x1x1
local_synthetic_mask,573_0_0,rivanna_pull/analysis/synthetic_lollipop_v1/masks/573_0_0_synthetic_lollipop.nii.gz,True,10056,,bfe42b7897997ce545580c1b54206a3abf4ded119e16c729cb51911b243e5319,mask_voxels=262; mask_volume_mm3=262; manifest_realized=262; in_pulled_features=True; shape=131x131x131; spacing=1x1x1
local_synthetic_mask,573_1_58,rivanna_pull/analysis/synthetic_lollipop_v1/masks/573_1_58_synthetic_lollipop.nii.gz,True,11073,,d037bdd5217521dac381ad1e0e35f0c276c9b77c36a8619a92a2ad8c43a46785,mask_voxels=370; mask_volume_mm3=370; manifest_realized=370; in_pulled_features=True; shape=135x135x135; spacing=1x1x1
local_synthetic_mask,576_2_250,rivanna_pull/analysis/synthetic_lollipop_v1/masks/576_2_250_synthetic_lollipop.nii.gz,True,13194,,f264b0d70d034f495118a39efc9619b1e5ce7c3ae3aaca21a4634ce2159cfb81,mask_voxels=559; mask_volume_mm3=559; manifest_realized=559; in_pulled_features=True; shape=143x143x143; spacing=1x1x1
local_synthetic_mask,577_0_0,rivanna_pull/analysis/synthetic_lollipop_v1/masks/577_0_0_synthetic_lollipop.nii.gz,True,21374,,72152680a7854f8f4df5dd2cb1e67b3bd62ac3f44795fe926b85799e0767854a,mask_voxels=1764; mask_volume_mm3=1764; manifest_realized=1764; in_pulled_features=True; shape=168x168x168; spacing=1x1x1
