artifact_type,case_id,path,exists,size_bytes,rows,sha256,notes
local_synthetic_mask,577_1_239,rivanna_pull/analysis/synthetic_lollipop_v1/masks/577_1_239_synthetic_lollipop.nii.gz,True,21781,,052511480ac1b997a4be3dd85bbeae2656b631951cf3718ecf00310637caeb9e,mask_voxels=1549; mask_volume_mm3=1549; manifest_realized=1549; in_pulled_features=True; shape=169x169x169; spacing=1x1x1
local_synthetic_mask,577_2_568,rivanna_pull/analysis/synthetic_lollipop_v1/masks/577_2_568_synthetic_lollipop.nii.gz,True,25990,,8720498f7ab1a08b38b0e4d1c12834ea1cdbcc0e3ec7ae858513df84582e76ba,mask_voxels=2109; mask_volume_mm3=2109; manifest_realized=2109; in_pulled_features=True; shape=179x179x179; spacing=1x1x1
local_synthetic_mask,577_3_932,rivanna_pull/analysis/synthetic_lollipop_v1/masks/577_3_932_synthetic_lollipop.nii.gz,True,22952,,4947cce6422761da42a29fc1a82495406c35ea97dbd40da81ac521acceb3dda9,mask_voxels=1707; mask_volume_mm3=1707; manifest_realized=1707; in_pulled_features=True; shape=172x172x172; spacing=1x1x1
local_synthetic_mask,577_4_1366,rivanna_pull/analysis/synthetic_lollipop_v1/masks/577_4_1366_synthetic_lollipop.nii.gz,True,21176,,7960b5602ab46b34b2e631ee50412103ed46de644905bb4b56756c5d6a175c61,mask_voxels=1779; mask_volume_mm3=1779; manifest_realized=1779; in_pulled_features=True; shape=167x167x167; spacing=1x1x1
local_synthetic_mask,578_0_0,rivanna_pull/analysis/synthetic_lollipop_v1/masks/578_0_0_synthetic_lollipop.nii.gz,True,2632,,e15547a1f3564901d58a4c239cf67640c160f14cc1c44c7c40689788e0c5e019,mask_voxels=22; mask_volume_mm3=22; manifest_realized=22; in_pulled_features=True; shape=83x83x83; spacing=1x1x1
local_synthetic_mask,578_1_317,rivanna_pull/analysis/synthetic_lollipop_v1/masks/578_1_317_synthetic_lollipop.nii.gz,True,4268,,5a5a600e21ff138652aa1adba82317c25c659359de7106abf2a78784d6b5d4f8,mask_voxels=49; mask_volume_mm3=49; manifest_realized=49; in_pulled_features=True; shape=98x98x98; spacing=1x1x1
local_synthetic_mask,579_0_0,rivanna_pull/analysis/synthetic_lollipop_v1/masks/579_0_0_synthetic_lollipop.nii.gz,True,17576,,8364bd0a57e3b6afa11125f2569946e5687c7e8dbf9e479e7ce54156a3be859e,mask_voxels=1443; mask_volume_mm3=1443; manifest_realized=1443; in_pulled_features=True; shape=157x157x157; spacing=1x1x1
local_synthetic_mask,579_1_198,rivanna_pull/analysis/synthetic_lollipop_v1/masks/579_1_198_synthetic_lollipop.nii.gz,True,22665,,ce48eb6670ea61345af081356bdc2563ff165586f4db6b2c3608af9bba6d3c7f,mask_voxels=1587; mask_volume_mm3=1587; manifest_realized=1587; in_pulled_features=True; shape=171x171x171; spacing=1x1x1
local_synthetic_mask,579_2_697,rivanna_pull/analysis/synthetic_lollipop_v1/masks/579_2_697_synthetic_lollipop.nii.gz,True,30035,,97c2cd0d1d84a18309d7e2f9d274b4eefa00799ef2b19c0d4940c86e1d06a9c7,mask_voxels=2433; mask_volume_mm3=2433; manifest_realized=2433; in_pulled_features=True; shape=188x188x188; spacing=1x1x1
local_synthetic_mask,579_3_1222,rivanna_pull/analysis/synthetic_lollipop_v1/masks/579_3_1222_synthetic_lollipop.nii.gz,True,49798,,a53da0a59dd941d49960bb7936b03ef37710b1d73d4aa98ac93533c3f13ca7a2,mask_voxels=4008; mask_volume_mm3=4008; manifest_realized=4008; in_pulled_features=True; shape=223x223x223; spacing=1x1x1
local_synthetic_mask,579_4_1600,rivanna_pull/analysis/synthetic_lollipop_v1/masks/579_4_1600_synthetic_lollipop.nii.gz,True,44862,,66d750c315b114bfd999ed189a73c5e4083551c255b96655f8c0c734124798b2,mask_voxels=3864; mask_volume_mm3=3864; manifest_realized=3864; in_pulled_features=True; shape=215x215x215; spacing=1x1x1
local_synthetic_mask,57_0_0,rivanna_pull/analysis/synthetic_lollipop_v1/masks/57_0_0_synthetic_lollipop.nii.gz,True,5384,,3271bcbb88e9120f28f41932bab19afd6f4b6621ba0e309b6ea36a55bfe3fd61,mask_voxels=104; mask_volume_mm3=104; manifest_realized=104; in_pulled_features=True; shape=106x106x106; spacing=1x1x1
local_synthetic_mask,57_1_208,rivanna_pull/analysis/synthetic_lollipop_v1/masks/57_1_208_synthetic_lollipop.nii.gz,True,3216,,d717b26b96c128b752fffe2ee7c2d317ad89c9bfa17475569c3d97196e4eb711,mask_voxels=39; mask_volume_mm3=39; manifest_realized=39; in_pulled_features=True; shape=89x89x89; spacing=1x1x1
local_synthetic_mask,57_2_572,rivanna_pull/analysis/synthetic_lollipop_v1/masks/57_2_572_synthetic_lollipop.nii.gz,True,3223,,04019e37a08bd6540e730d326c4ded7fc9cb7eb8806e0a1bdc15bdc36dad9717,mask_voxels=41; mask_volume_mm3=41; manifest_realized=41; in_pulled_features=True; shape=89x89x89; spacing=1x1x1
local_synthetic_mask,581_1_152,rivanna_pull/analysis/synthetic_lollipop_v1/masks/581_1_152_synthetic_lollipop.nii.gz,True,7556,,e57019edcc7259077f929a9261013b6703a59e5c00f65dbb2e18e5b6156b233b,mask_voxels=159; mask_volume_mm3=159; manifest_realized=159; in_pulled_features=True; shape=119x119x119; spacing=1x1x1
local_synthetic_mask,581_2_440,rivanna_pull/analysis/synthetic_lollipop_v1/masks/581_2_440_synthetic_lollipop.nii.gz,True,6492,,2b7cf36a8c5909df7e842832c17243d675544aff59bc1d457ab9dcd79dd5ffac,mask_voxels=123; mask_volume_mm3=123; manifest_realized=123; in_pulled_features=True; shape=113x113x113; spacing=1x1x1
local_synthetic_mask,582_0_0,rivanna_pull/analysis/synthetic_lollipop_v1/masks/582_0_0_synthetic_lollipop.nii.gz,True,25544,,5feae4330cd046ffd0512b6b56c562058a4144a1835fba8bf81e2573058b3b05,mask_voxels=1826; mask_volume_mm3=1826; manifest_realized=1826; in_pulled_features=True; shape=178x178x178; spacing=1x1x1
local_synthetic_mask,582_1_185,rivanna_pull/analysis/synthetic_lollipop_v1/masks/582_1_185_synthetic_lollipop.nii.gz,True,20849,,d4b853892edce9f1d7c0dc04d7002ed88c9b77f1e5ad0c88aa337f9dfa38fc02,mask_voxels=1655; mask_volume_mm3=1655; manifest_realized=1655; in_pulled_features=True; shape=166x166x166; spacing=1x1x1
local_synthetic_mask,583_0_0,rivanna_pull/analysis/synthetic_lollipop_v1/masks/583_0_0_synthetic_lollipop.nii.gz,True,3538,,e830eec875320033a772a2194318e27c44d1a2330c07a49d5261f7af9c5f9130,mask_voxels=42; mask_volume_mm3=42; manifest_realized=42; in_pulled_features=True; shape=92x92x92; spacing=1x1x1
local_synthetic_mask,583_1_86,rivanna_pull/analysis/synthetic_lollipop_v1/masks/583_1_86_synthetic_lollipop.nii.gz,True,4792,,17b6559b3ab691e181a2ec33c5c9d3cc8699b8971887dcaa352a84d3652ecb41,mask_voxels=57; mask_volume_mm3=57; manifest_realized=57; in_pulled_features=True; shape=102x102x102; spacing=1x1x1
local_synthetic_mask,583_2_278,rivanna_pull/analysis/synthetic_lollipop_v1/masks/583_2_278_synthetic_lollipop.nii.gz,True,2916,,8658a34c8177e982bafbd702745cbd1bbaff70bbc587ad71fccbd813a0f585aa,mask_voxels=37; mask_volume_mm3=37; manifest_realized=37; in_pulled_features=True; shape=86x86x86; spacing=1x1x1
local_synthetic_mask,583_3_460,rivanna_pull/analysis/synthetic_lollipop_v1/masks/583_3_460_synthetic_lollipop.nii.gz,True,3886,,de194f99465d44838c115da256b32257cad153d4aad08e44d8463889f98a855b,mask_voxels=39; mask_volume_mm3=39; manifest_realized=39; in_pulled_features=True; shape=95x95x95; spacing=1x1x1
local_synthetic_mask,587_1_340,rivanna_pull/analysis/synthetic_lollipop_v1/masks/587_1_340_synthetic_lollipop.nii.gz,True,3004,,afcffc737b728312bd5b1cb255022d474eef87066faec7119e587b35c1d29e21,mask_voxels=32; mask_volume_mm3=32; manifest_realized=32; in_pulled_features=True; shape=87x87x87; spacing=1x1x1
local_synthetic_mask,58_1_214,rivanna_pull/analysis/synthetic_lollipop_v1/masks/58_1_214_synthetic_lollipop.nii.gz,True,6131,,ce45c7e022c6c717840de45a42eb18d24a4863548d97f7b5576cd6dffc06bc11,mask_voxels=102; mask_volume_mm3=102; manifest_realized=102; in_pulled_features=True; shape=111x111x111; spacing=1x1x1
local_synthetic_mask,592_1_253,rivanna_pull/analysis/synthetic_lollipop_v1/masks/592_1_253_synthetic_lollipop.nii.gz,True,4412,,40db21ca53b6204375eb52262fc9689b9d3ac3fae1e71c466d1add5461e27011,mask_voxels=70; mask_volume_mm3=70; manifest_realized=70; in_pulled_features=True; shape=99x99x99; spacing=1x1x1
local_synthetic_mask,592_2_1030,rivanna_pull/analysis/synthetic_lollipop_v1/masks/592_2_1030_synthetic_lollipop.nii.gz,True,4804,,bbc7567322e86f54c325d4cda162f94ab58df5550237055881c4152d013fec42,mask_voxels=77; mask_volume_mm3=77; manifest_realized=77; in_pulled_features=True; shape=102x102x102; spacing=1x1x1
local_synthetic_mask,593_0_0,rivanna_pull/analysis/synthetic_lollipop_v1/masks/593_0_0_synthetic_lollipop.nii.gz,True,1972,,5e5a8d90c9125586a50492cddac7e9148be65b449fab9eb456f1fa3df70eb2c2,mask_voxels=13; mask_volume_mm3=13; manifest_realized=13; in_pulled_features=True; shape=75x75x75; spacing=1x1x1
local_synthetic_mask,593_1_403,rivanna_pull/analysis/synthetic_lollipop_v1/masks/593_1_403_synthetic_lollipop.nii.gz,True,2819,,15ab6f15dfb4053295c38aa17346d3503feb93936ff65c8ce5ba5868a6ee857c,mask_voxels=32; mask_volume_mm3=32; manifest_realized=32; in_pulled_features=True; shape=85x85x85; spacing=1x1x1
local_synthetic_mask,593_3_2370,rivanna_pull/analysis/synthetic_lollipop_v1/masks/593_3_2370_synthetic_lollipop.nii.gz,True,6147,,d9e21d190b662997e2d10924523e591f58f264966b21c8879d4acfe307d40ead,mask_voxels=109; mask_volume_mm3=109; manifest_realized=109; in_pulled_features=True; shape=111x111x111; spacing=1x1x1
local_synthetic_mask,595_1_357,rivanna_pull/analysis/synthetic_lollipop_v1/masks/595_1_357_synthetic_lollipop.nii.gz,True,10077,,54ec3f10637a81c7d494fae5fa741a49b454e9fea739f3934c140c3a8c0e4cfb,mask_voxels=292; mask_volume_mm3=292; manifest_realized=292; in_pulled_features=True; shape=131x131x131; spacing=1x1x1
local_synthetic_mask,595_2_652,rivanna_pull/analysis/synthetic_lollipop_v1/masks/595_2_652_synthetic_lollipop.nii.gz,True,9620,,08e25ace2d6ae47893e4cd1c6c6e58afeeef2dc8541931926131cae945b29456,mask_voxels=292; mask_volume_mm3=292; manifest_realized=292; in_pulled_features=True; shape=129x129x129; spacing=1x1x1
local_synthetic_mask,595_3_1268,rivanna_pull/analysis/synthetic_lollipop_v1/masks/595_3_1268_synthetic_lollipop.nii.gz,True,12204,,4464dcd615b01f5f9526a52b7b935d07c60e47bb334a0d1cbbf16bd785048f20,mask_voxels=645; mask_volume_mm3=645; manifest_realized=645; in_pulled_features=True; shape=139x139x139; spacing=1x1x1
local_synthetic_mask,595_4_1631,rivanna_pull/analysis/synthetic_lollipop_v1/masks/595_4_1631_synthetic_lollipop.nii.gz,True,13533,,34d0f1acf3929759b901b71a30bb4867e21121f84f472509ad351b70b184af59,mask_voxels=811; mask_volume_mm3=811; manifest_realized=811; in_pulled_features=True; shape=144x144x144; spacing=1x1x1
local_synthetic_mask,595_5_1995,rivanna_pull/analysis/synthetic_lollipop_v1/masks/595_5_1995_synthetic_lollipop.nii.gz,True,12783,,d643a0d67d2dfc0f1521e1108a627fdd591ae31f233da5513e1a6d6488f46cdc,mask_voxels=908; mask_volume_mm3=908; manifest_realized=908; in_pulled_features=True; shape=141x141x141; spacing=1x1x1
local_synthetic_mask,601_1_201,rivanna_pull/analysis/synthetic_lollipop_v1/masks/601_1_201_synthetic_lollipop.nii.gz,True,45301,,de557f3ca3e2843ca2a110e7b3f107b9c6bb300b0dfb16fa71e25bb272d1b960,mask_voxels=4419; mask_volume_mm3=4419; manifest_realized=4419; in_pulled_features=True; shape=216x216x216; spacing=1x1x1
local_synthetic_mask,601_2_616,rivanna_pull/analysis/synthetic_lollipop_v1/masks/601_2_616_synthetic_lollipop.nii.gz,True,26388,,ffd2f51641926110ada097004af64066812117c4fb0c7439e7321bde1a16ef9b,mask_voxels=2054; mask_volume_mm3=2054; manifest_realized=2054; in_pulled_features=True; shape=180x180x180; spacing=1x1x1
local_synthetic_mask,603_0_0,rivanna_pull/analysis/synthetic_lollipop_v1/masks/603_0_0_synthetic_lollipop.nii.gz,True,10541,,dac007bbab51822d8e906162f9b21c7baac3c45122063bffa12371d705bfe43d,mask_voxels=296; mask_volume_mm3=296; manifest_realized=296; in_pulled_features=True; shape=133x133x133; spacing=1x1x1
local_synthetic_mask,603_1_860,rivanna_pull/analysis/synthetic_lollipop_v1/masks/603_1_860_synthetic_lollipop.nii.gz,True,3558,,dd0037ac659fc2d191bf9afda93862165c1be038831f39b4145c1f5dcbafcc15,mask_voxels=48; mask_volume_mm3=48; manifest_realized=48; in_pulled_features=True; shape=92x92x92; spacing=1x1x1
local_synthetic_mask,604_1_178,rivanna_pull/analysis/synthetic_lollipop_v1/masks/604_1_178_synthetic_lollipop.nii.gz,True,38067,,d202d05ca4d4594f7b7afd0a9c43960e5f692233f5461b3094455fdf67a0f088,mask_voxels=2962; mask_volume_mm3=2962; manifest_realized=2962; in_pulled_features=True; shape=204x204x204; spacing=1x1x1
local_synthetic_mask,604_2_258,rivanna_pull/analysis/synthetic_lollipop_v1/masks/604_2_258_synthetic_lollipop.nii.gz,True,38956,,0cc0eb1cd2375af61a789bb8032e9e8cdd8e6c9dd276c617c3a2d11712f9f350,mask_voxels=3925; mask_volume_mm3=3925; manifest_realized=3925; in_pulled_features=True; shape=205x205x205; spacing=1x1x1
local_synthetic_mask,606_0_0,rivanna_pull/analysis/synthetic_lollipop_v1/masks/606_0_0_synthetic_lollipop.nii.gz,True,19205,,c6d6a17c3ddf16ec339cdad02fecb97c7b427d738e417573d089812d5b6ded77,mask_voxels=1522; mask_volume_mm3=1522; manifest_realized=1522; in_pulled_features=True; shape=162x162x162; spacing=1x1x1
local_synthetic_mask,606_1_181,rivanna_pull/analysis/synthetic_lollipop_v1/masks/606_1_181_synthetic_lollipop.nii.gz,True,16199,,38af622e5e403c9e0f829060f3ba77d852c745a95c23dff699205196dcc68969,mask_voxels=1159; mask_volume_mm3=1159; manifest_realized=1159; in_pulled_features=True; shape=153x153x153; spacing=1x1x1
local_synthetic_mask,606_2_545,rivanna_pull/analysis/synthetic_lollipop_v1/masks/606_2_545_synthetic_lollipop.nii.gz,True,20362,,7cee9e02c73fd184d8a840cd8b45d49fbbdd705fd83159a3a5e0f2b3ef631b88,mask_voxels=1421; mask_volume_mm3=1421; manifest_realized=1421; in_pulled_features=True; shape=165x165x165; spacing=1x1x1
local_synthetic_mask,606_3_914,rivanna_pull/analysis/synthetic_lollipop_v1/masks/606_3_914_synthetic_lollipop.nii.gz,True,16944,,0a1609c04eae6284d247d80e3d6783a3ebe42dcb7ea87815bf9f07f8cd174317,mask_voxels=1178; mask_volume_mm3=1178; manifest_realized=1178; in_pulled_features=True; shape=155x155x155; spacing=1x1x1
local_synthetic_mask,606_4_1278,rivanna_pull/analysis/synthetic_lollipop_v1/masks/606_4_1278_synthetic_lollipop.nii.gz,True,23464,,22760acf59b941569b7585bc6e1bfc8c334491cca566475309fe469419dbc68e,mask_voxels=1647; mask_volume_mm3=1647; manifest_realized=1647; in_pulled_features=True; shape=173x173x173; spacing=1x1x1
local_synthetic_mask,606_5_2001,rivanna_pull/analysis/synthetic_lollipop_v1/masks/606_5_2001_synthetic_lollipop.nii.gz,True,27485,,0c47fb35aefad298f45fb4a9f63bf6be78641cb6d406862a73d2bb41ed1fa59b,mask_voxels=2075; mask_volume_mm3=2075; manifest_realized=2075; in_pulled_features=True; shape=183x183x183; spacing=1x1x1
local_synthetic_mask,609_0_0,rivanna_pull/analysis/synthetic_lollipop_v1/masks/609_0_0_synthetic_lollipop.nii.gz,True,3326,,9ab6626bb377cca1e220df9328655f8175260d43d2f929d86f73e9d6850a1eab,mask_voxels=42; mask_volume_mm3=42; manifest_realized=42; in_pulled_features=True; shape=90x90x90; spacing=1x1x1
local_synthetic_mask,609_1_167,rivanna_pull/analysis/synthetic_lollipop_v1/masks/609_1_167_synthetic_lollipop.nii.gz,True,2038,,3c3e0d4680f354447502e5cec2f55844151afe0fe334d3a90b8135afdd741280,mask_voxels=20; mask_volume_mm3=20; manifest_realized=20; in_pulled_features=True; shape=76x76x76; spacing=1x1x1
local_synthetic_mask,609_2_536,rivanna_pull/analysis/synthetic_lollipop_v1/masks/609_2_536_synthetic_lollipop.nii.gz,True,1900,,1c0ea9067b085713b72de0f48bfa6519e77076cb207a8685ba223ad97a0488b2,mask_voxels=14; mask_volume_mm3=14; manifest_realized=14; in_pulled_features=True; shape=74x74x74; spacing=1x1x1
local_synthetic_mask,609_3_902,rivanna_pull/analysis/synthetic_lollipop_v1/masks/609_3_902_synthetic_lollipop.nii.gz,True,2044,,f336e6f4baac263fc38fc487b717b078f4185981b80e8fc306b8e70003072d0f,mask_voxels=20; mask_volume_mm3=20; manifest_realized=20; in_pulled_features=True; shape=76x76x76; spacing=1x1x1
local_synthetic_mask,610_1_210,rivanna_pull/analysis/synthetic_lollipop_v1/masks/610_1_210_synthetic_lollipop.nii.gz,True,5224,,5a49e65c8fbaf82192d104982b52e3477b4ce5d924cf2fbc353fb6d49004a208,mask_voxels=71; mask_volume_mm3=71; manifest_realized=71; in_pulled_features=True; shape=105x105x105; spacing=1x1x1
local_synthetic_mask,610_2_619,rivanna_pull/analysis/synthetic_lollipop_v1/masks/610_2_619_synthetic_lollipop.nii.gz,True,4137,,66bb6cb7c307a84616e37790d3b1e00706e9c06333c4bdbcdb73a54a67a5cb99,mask_voxels=54; mask_volume_mm3=54; manifest_realized=54; in_pulled_features=True; shape=97x97x97; spacing=1x1x1
local_synthetic_mask,610_3_1008,rivanna_pull/analysis/synthetic_lollipop_v1/masks/610_3_1008_synthetic_lollipop.nii.gz,True,4662,,02a8f6bad6022fc0e0c47fc763252a535cbf561a9279243554cfbc51e149cc9e,mask_voxels=54; mask_volume_mm3=54; manifest_realized=54; in_pulled_features=True; shape=101x101x101; spacing=1x1x1
local_synthetic_mask,610_4_1386,rivanna_pull/analysis/synthetic_lollipop_v1/masks/610_4_1386_synthetic_lollipop.nii.gz,True,3671,,afe3e520f0f9b11517c04cf3bf062342e57a17d3c69e1c662e17f18ee0b5eb3e,mask_voxels=48; mask_volume_mm3=48; manifest_realized=48; in_pulled_features=True; shape=93x93x93; spacing=1x1x1
local_synthetic_mask,611_0_0,rivanna_pull/analysis/synthetic_lollipop_v1/masks/611_0_0_synthetic_lollipop.nii.gz,True,10536,,92eb7bd69d9fb26bde972bfc1f596b5d687a2f6fa11337ec3dff46a4b3c9d751,mask_voxels=357; mask_volume_mm3=357; manifest_realized=357; in_pulled_features=True; shape=133x133x133; spacing=1x1x1
local_synthetic_mask,611_1_186,rivanna_pull/analysis/synthetic_lollipop_v1/masks/611_1_186_synthetic_lollipop.nii.gz,True,10630,,b4d8fe8f0ee1d5cfd9acd4f2cb1a10dbec314657a7f1ee8571afaa8b36f50ce4,mask_voxels=466; mask_volume_mm3=466; manifest_realized=466; in_pulled_features=True; shape=133x133x133; spacing=1x1x1
local_synthetic_mask,611_2_466,rivanna_pull/analysis/synthetic_lollipop_v1/masks/611_2_466_synthetic_lollipop.nii.gz,True,11989,,aa72d8f64b4bc9b777ede4d9c21ceaeb97906375a35785ae3e860296ebd0a8b4,mask_voxels=760; mask_volume_mm3=760; manifest_realized=760; in_pulled_features=True; shape=138x138x138; spacing=1x1x1
local_synthetic_mask,618_0_0,rivanna_pull/analysis/synthetic_lollipop_v1/masks/618_0_0_synthetic_lollipop.nii.gz,True,8345,,ceff1049e22a0d56bd5d12f2b219cca0642960adab8eb1194d39aa0d003332e6,mask_voxels=183; mask_volume_mm3=183; manifest_realized=183; in_pulled_features=True; shape=123x123x123; spacing=1x1x1
local_synthetic_mask,618_1_291,rivanna_pull/analysis/synthetic_lollipop_v1/masks/618_1_291_synthetic_lollipop.nii.gz,True,11565,,da5fb19d7fb27443a70f69cb35dec964149bde5bc9881fb6e53e00c03e0fa5c4,mask_voxels=429; mask_volume_mm3=429; manifest_realized=429; in_pulled_features=True; shape=137x137x137; spacing=1x1x1
local_synthetic_mask,618_2_627,rivanna_pull/analysis/synthetic_lollipop_v1/masks/618_2_627_synthetic_lollipop.nii.gz,True,11559,,866bc5b7f821be06d5617cf4d0027ef24aaf5596a7f48f97e24b1ccff73320d0,mask_voxels=427; mask_volume_mm3=427; manifest_realized=427; in_pulled_features=True; shape=137x137x137; spacing=1x1x1
local_synthetic_mask,625_2_1420,rivanna_pull/analysis/synthetic_lollipop_v1/masks/625_2_1420_synthetic_lollipop.nii.gz,True,15709,,d832c002464d5a57196493d7760c9ee2369c4d6e6dbad878798e6f02390b8727,mask_voxels=1167; mask_volume_mm3=1167; manifest_realized=1167; in_pulled_features=True; shape=151x151x151; spacing=1x1x1
local_synthetic_mask,625_3_1544,rivanna_pull/analysis/synthetic_lollipop_v1/masks/625_3_1544_synthetic_lollipop.nii.gz,True,20490,,a7d766eacb2f7bc82d5b0a4e9389f584deaef66f963c14d9832728063174825f,mask_voxels=1700; mask_volume_mm3=1700; manifest_realized=1700; in_pulled_features=True; shape=165x165x165; spacing=1x1x1
local_synthetic_mask,629_0_0,rivanna_pull/analysis/synthetic_lollipop_v1/masks/629_0_0_synthetic_lollipop.nii.gz,True,5816,,abd42875839afca75846998775ec5ceab2c2bf9174c4642ba68baf48a9825734,mask_voxels=87; mask_volume_mm3=87; manifest_realized=87; in_pulled_features=True; shape=109x109x109; spacing=1x1x1
local_synthetic_mask,629_1_413,rivanna_pull/analysis/synthetic_lollipop_v1/masks/629_1_413_synthetic_lollipop.nii.gz,True,4947,,633960594301a373fcc2a510e5a1edc55c22b7b54163ebad5ece71ac0bc47ef8,mask_voxels=69; mask_volume_mm3=69; manifest_realized=69; in_pulled_features=True; shape=103x103x103; spacing=1x1x1
local_synthetic_mask,629_2_810,rivanna_pull/analysis/synthetic_lollipop_v1/masks/629_2_810_synthetic_lollipop.nii.gz,True,5525,,6016412acc9d1528d0ca2c9bbaad9ad4e320ba08167fe9e96dc0ec6b69247d4a,mask_voxels=75; mask_volume_mm3=75; manifest_realized=75; in_pulled_features=True; shape=107x107x107; spacing=1x1x1
local_synthetic_mask,636_0_0,rivanna_pull/analysis/synthetic_lollipop_v1/masks/636_0_0_synthetic_lollipop.nii.gz,True,11779,,33e31a8b783157c65d4865b31648f007be4b3f75da420ede93f585df862c2861,mask_voxels=462; mask_volume_mm3=462; manifest_realized=462; in_pulled_features=True; shape=138x138x138; spacing=1x1x1
local_synthetic_mask,636_1_181,rivanna_pull/analysis/synthetic_lollipop_v1/masks/636_1_181_synthetic_lollipop.nii.gz,True,11798,,a12163afa85cc4f7322c9c623fb5a4026cec4ef142f0a1373edad0520bda2d8b,mask_voxels=465; mask_volume_mm3=465; manifest_realized=465; in_pulled_features=True; shape=138x138x138; spacing=1x1x1
local_synthetic_mask,636_4_978,rivanna_pull/analysis/synthetic_lollipop_v1/masks/636_4_978_synthetic_lollipop.nii.gz,True,15089,,44e71221ee680cc5d02c0e5d8872e2bc017f38d34c35e57e3257138354d8f433,mask_voxels=1050; mask_volume_mm3=1050; manifest_realized=1050; in_pulled_features=True; shape=149x149x149; spacing=1x1x1
local_synthetic_mask,647_2_176,rivanna_pull/analysis/synthetic_lollipop_v1/masks/647_2_176_synthetic_lollipop.nii.gz,True,33021,,8044517fdd191816e417d7f169ac03f6fa5a2bc1cab367f98c23d81f3bf03f42,mask_voxels=2603; mask_volume_mm3=2603; manifest_realized=2603; in_pulled_features=True; shape=194x194x194; spacing=1x1x1
local_synthetic_mask,649_0_0,rivanna_pull/analysis/synthetic_lollipop_v1/masks/649_0_0_synthetic_lollipop.nii.gz,True,2197,,c59fa78cc41785fc2b411dac6f3c3eae22db9f71d96da02e0faa2e944f09c5b9,mask_voxels=21; mask_volume_mm3=21; manifest_realized=21; in_pulled_features=True; shape=78x78x78; spacing=1x1x1
local_synthetic_mask,649_1_37,rivanna_pull/analysis/synthetic_lollipop_v1/masks/649_1_37_synthetic_lollipop.nii.gz,True,5376,,77218f7bdff3c36603e2900be9c5d3dca4d4c3aef1d10724a864cc4fa0cbb77b,mask_voxels=103; mask_volume_mm3=103; manifest_realized=103; in_pulled_features=True; shape=106x106x106; spacing=1x1x1
local_synthetic_mask,649_2_148,rivanna_pull/analysis/synthetic_lollipop_v1/masks/649_2_148_synthetic_lollipop.nii.gz,True,4021,,0ee45664114269a4eab8ec3ecf0bbe84b18792f52ddbd7a2aeb47a1ab9a219ff,mask_voxels=54; mask_volume_mm3=54; manifest_realized=54; in_pulled_features=True; shape=96x96x96; spacing=1x1x1
local_synthetic_mask,662_2_260,rivanna_pull/analysis/synthetic_lollipop_v1/masks/662_2_260_synthetic_lollipop.nii.gz,True,12381,,471d25e36bc93ae8bc9e3e676f3e8e411d6a71e6dbf9a0d1397e54b549c127fe,mask_voxels=623; mask_volume_mm3=623; manifest_realized=623; in_pulled_features=True; shape=140x140x140; spacing=1x1x1
local_synthetic_mask,664_0_0,rivanna_pull/analysis/synthetic_lollipop_v1/masks/664_0_0_synthetic_lollipop.nii.gz,True,5829,,7d7ce902bbce2452c47a3f7fd44aa0cef5dbb82ef787351ae450838cd560c3a3,mask_voxels=101; mask_volume_mm3=101; manifest_realized=101; in_pulled_features=True; shape=109x109x109; spacing=1x1x1
local_synthetic_mask,664_1_175,rivanna_pull/analysis/synthetic_lollipop_v1/masks/664_1_175_synthetic_lollipop.nii.gz,True,8325,,799857d55d7fe89e962c31556528bc7a91afd7daac71201abdf8881811b46224,mask_voxels=176; mask_volume_mm3=176; manifest_realized=176; in_pulled_features=True; shape=123x123x123; spacing=1x1x1
local_synthetic_mask,664_2_210,rivanna_pull/analysis/synthetic_lollipop_v1/masks/664_2_210_synthetic_lollipop.nii.gz,True,4276,,0b53e44dfb57134d342c47362b07a927872fda6293e8146efd59a39b37fb1724,mask_voxels=44; mask_volume_mm3=44; manifest_realized=44; in_pulled_features=True; shape=98x98x98; spacing=1x1x1
local_synthetic_mask,679_1_94,rivanna_pull/analysis/synthetic_lollipop_v1/masks/679_1_94_synthetic_lollipop.nii.gz,True,22695,,1597e36e3ff117e03f0dc88b319e4522d498bdecb72d334f9e6da9d1dd970948,mask_voxels=1761; mask_volume_mm3=1761; manifest_realized=1761; in_pulled_features=True; shape=171x171x171; spacing=1x1x1
local_synthetic_mask,690_0_0,rivanna_pull/analysis/synthetic_lollipop_v1/masks/690_0_0_synthetic_lollipop.nii.gz,True,25912,,4feaaf782c2d257a771418f41db51ea045bd6de8088215100a27ec1f96009c8e,mask_voxels=1814; mask_volume_mm3=1814; manifest_realized=1814; in_pulled_features=True; shape=179x179x179; spacing=1x1x1
local_synthetic_mask,696_0_0,rivanna_pull/analysis/synthetic_lollipop_v1/masks/696_0_0_synthetic_lollipop.nii.gz,True,19345,,bf80df5176ad796ba4d8737e7febb89ec26f3cf8f0f8b4b7009fc241f814bb2c,mask_voxels=1425; mask_volume_mm3=1425; manifest_realized=1425; in_pulled_features=True; shape=162x162x162; spacing=1x1x1
